"HVAC";"TExt";"HExt";"VelMax";"TInt";"month";"hour";"minOccupancy";"workDay";"date"
1.0;6.86;557.4166666666667;1.37;21.51666675;3.0;1.0;0.0;2.0;3/4/16 1:00 AM
1.0;6.28;558.4166666666667;0.88;21.65;3.0;2.0;0.0;2.0;3/4/16 2:00 AM
1.0;6.17;560.4166666666667;1.37;21.65;3.0;3.0;0.0;2.0;3/4/16 3:00 AM
1.0;5.97;560.75;1.57;22.406668;3.0;4.0;0.0;2.0;3/4/16 4:00 AM
1.0;6.37;560.0833333333333;1.37;22.406668;3.0;5.0;0.0;2.0;3/4/16 5:00 AM
1.0;6.3;557.5833333333334;0.29;22.406668;3.0;6.0;0.0;2.0;3/4/16 6:00 AM
1.0;6.42;558.3333333333333;2.94;22.406668;3.0;7.0;0.0;2.0;3/4/16 7:00 AM
1.0;7.66;567.7467948717949;5.78;22.970001;3.0;8.0;1.0;2.0;3/4/16 8:00 AM
1.0;11.35;539.625;6.66;23.3566665;3.0;9.0;1.0;2.0;3/4/16 9:00 AM
1.0;13.62;528.0833333333334;10.09;23.743332;3.0;10.0;1.0;2.0;3/4/16 10:00 AM
1.0;14.3;510.375;8.62;23.743332;3.0;11.0;1.0;2.0;3/4/16 11:00 AM
1.0;13.96;504.5;6.57;23.489999;3.0;12.0;1.0;2.0;3/4/16 12:00 PM
0.0;17.3;501.2083333333333;7.64;23.236666;3.0;13.0;1.0;2.0;3/4/16 1:00 PM
0.0;13.13;512.0;11.17;23.10749975;3.0;14.0;1.0;2.0;3/4/16 2:00 PM
0.0;10.14;537.375;3.63;22.720001;3.0;15.0;0.0;2.0;3/4/16 3:00 PM
0.0;8.49;549.1666666666667;9.21;22.720001;3.0;16.0;0.0;2.0;3/4/16 4:00 PM
0.0;7.5;554.5416666666666;10.58;22.123335;3.0;17.0;0.0;2.0;3/4/16 5:00 PM
0.0;6.46;557.0;11.56;21.95166825;3.0;18.0;0.0;2.0;3/4/16 6:00 PM
0.0;6.09;560.6666666666667;7.55;21.436668;3.0;19.0;0.0;2.0;3/4/16 7:00 PM
0.0;5.81;561.9583333333333;6.47;21.300001;3.0;20.0;0.0;2.0;3/4/16 8:00 PM
0.0;5.46;563.2916666666667;1.47;20.89;3.0;21.0;0.0;2.0;3/4/16 9:00 PM
0.0;5.54;564.875;9.02;20.89;3.0;22.0;0.0;2.0;3/4/16 10:00 PM
0.0;5.73;563.6666666666667;9.6;20.502501249999998;3.0;23.0;0.0;2.0;3/4/16 11:00 PM
0.0;4.27;564.3333333333334;8.04;20.373335;3.0;0.0;0.0;0.0;3/5/16 12:00 AM
0.0;4.57;567.75;2.84;19.940834;3.0;1.0;0.0;0.0;3/5/16 1:00 AM
0.0;5.05;567.6666666666667;6.37;19.796667;3.0;2.0;0.0;0.0;3/5/16 2:00 AM
0.0;4.62;566.7916666666667;5.88;19.796667;3.0;3.0;0.0;0.0;3/5/16 3:00 AM
0.0;4.27;568.375;1.37;19.796667;3.0;4.0;0.0;0.0;3/5/16 4:00 AM
0.0;4.68;568.2083333333333;3.23;19.66000025;3.0;5.0;0.0;0.0;3/5/16 5:00 AM
0.0;5.12;567.875;8.04;19.25;3.0;6.0;0.0;0.0;3/5/16 6:00 AM
0.0;4.79;567.0833333333333;6.47;19.25;3.0;7.0;0.0;0.0;3/5/16 7:00 AM
0.0;4.82;567.125;6.27;19.25;3.0;8.0;0.0;0.0;3/5/16 8:00 AM
0.0;4.57;565.2083333333333;7.94;19.25;3.0;9.0;0.0;0.0;3/5/16 9:00 AM
0.0;4.95;563.7083333333334;8.43;19.25;3.0;10.0;0.0;0.0;3/5/16 10:00 AM
0.0;4.39;553.625;7.74;19.25;3.0;11.0;0.0;0.0;3/5/16 11:00 AM
0.0;5.48;549.8333333333333;6.27;19.25;3.0;12.0;0.0;0.0;3/5/16 12:00 PM
0.0;5.95;553.3333333333333;1.57;19.25;3.0;13.0;0.0;0.0;3/5/16 1:00 PM
0.0;5.46;554.4166666666667;11.17;19.25;3.0;14.0;0.0;0.0;3/5/16 2:00 PM
0.0;6.23;551.0;8.04;19.25;3.0;15.0;0.0;0.0;3/5/16 3:00 PM
0.0;5.97;557.2083333333333;2.65;19.25;3.0;16.0;0.0;0.0;3/5/16 4:00 PM
0.0;5.59;561.375;7.06;18.815;3.0;17.0;0.0;0.0;3/5/16 5:00 PM
0.0;4.38;566.3333333333334;6.76;18.67;3.0;18.0;0.0;0.0;3/5/16 6:00 PM
0.0;4.67;569.4469696969697;8.13;18.67;3.0;19.0;0.0;0.0;3/5/16 7:00 PM
0.0;4.78;570.3333333333333;7.06;18.67;3.0;20.0;0.0;0.0;3/5/16 8:00 PM
0.0;4.41;571.0;4.21;18.67;3.0;21.0;0.0;0.0;3/5/16 9:00 PM
0.0;4.83;571.25;4.12;18.67;3.0;22.0;0.0;0.0;3/5/16 10:00 PM
0.0;4.68;571.4166666666667;7.64;18.67;3.0;23.0;0.0;0.0;3/5/16 11:00 PM
0.0;4.15;570.875;6.27;18.67;3.0;0.0;0.0;0.0;3/6/16 12:00 AM
0.0;3.95;572.3333333333334;7.55;18.67;3.0;1.0;0.0;0.0;3/6/16 1:00 AM
0.0;4.05;573.4166666666666;7.06;18.67;3.0;2.0;0.0;0.0;3/6/16 2:00 AM
0.0;4.12;573.5833333333333;5.98;18.67;3.0;3.0;0.0;0.0;3/6/16 3:00 AM
0.0;3.47;574.3295454545455;7.25;18.67;3.0;4.0;0.0;0.0;3/6/16 4:00 AM
0.0;3.39;574.5;4.02;18.53916675;3.0;5.0;0.0;0.0;3/6/16 5:00 AM
0.0;3.08;576.5;6.27;18.146667;3.0;6.0;0.0;0.0;3/6/16 6:00 AM
0.0;1.74;575.7916666666667;2.25;18.146667;3.0;7.0;0.0;0.0;3/6/16 7:00 AM
0.0;1.79;574.9166666666667;2.25;18.146667;3.0;8.0;0.0;0.0;3/6/16 8:00 AM
0.0;3.94;562.625;1.76;18.146667;3.0;9.0;0.0;0.0;3/6/16 9:00 AM
0.0;5.62;556.375;1.67;18.146667;3.0;10.0;0.0;0.0;3/6/16 10:00 AM
0.0;5.23;547.5;6.08;18.146667;3.0;11.0;0.0;0.0;3/6/16 11:00 AM
0.0;5.73;549.2660256410256;2.84;18.146667;3.0;12.0;0.0;0.0;3/6/16 12:00 PM
0.0;6.18;533.6666666666667;7.84;18.146667;3.0;13.0;0.0;0.0;3/6/16 1:00 PM
0.0;5.76;537.7083333333334;2.25;18.526667250000003;3.0;14.0;0.0;0.0;3/6/16 2:00 PM
0.0;6.4;533.4166666666666;9.7;18.653334;3.0;15.0;0.0;0.0;3/6/16 3:00 PM
0.0;8.47;541.2916666666667;5.78;18.653334;3.0;16.0;0.0;0.0;3/6/16 4:00 PM
0.0;5.95;552.9166666666667;7.74;18.653334;3.0;17.0;0.0;0.0;3/6/16 5:00 PM
0.0;5.61;564.6666666666667;5.68;18.653334;3.0;18.0;0.0;0.0;3/6/16 6:00 PM
0.0;5.49;570.534090909091;2.16;18.653334;3.0;19.0;0.0;0.0;3/6/16 7:00 PM
0.0;5.46;571.6666666666666;1.57;18.653334;3.0;20.0;0.0;0.0;3/6/16 8:00 PM
0.0;5.52;572.5;5.0;18.195833250000003;3.0;21.0;0.0;0.0;3/6/16 9:00 PM
0.0;5.35;573.25;4.51;18.3016665;3.0;22.0;0.0;0.0;3/6/16 10:00 PM
0.0;5.64;573.5833333333333;2.35;18.1175;3.0;23.0;0.0;0.0;3/6/16 11:00 PM
0.0;5.42;574.1666666666667;0.69;17.97;3.0;0.0;0.0;1.0;3/7/16 12:00 AM
1.0;5.24;574.9166666666667;1.86;17.97;3.0;1.0;0.0;1.0;3/7/16 1:00 AM
1.0;5.28;575.0416666666667;1.47;17.97;3.0;2.0;0.0;1.0;3/7/16 2:00 AM
1.0;5.32;574.7916666666667;8.23;17.97;3.0;3.0;0.0;1.0;3/7/16 3:00 AM
1.0;4.62;575.6666666666666;5.68;17.97;3.0;4.0;0.0;1.0;3/7/16 4:00 AM
1.0;4.67;577.375;1.96;17.572499999999998;3.0;5.0;0.0;1.0;3/7/16 5:00 AM
1.0;4.59;577.625;0.98;17.44;3.0;6.0;0.0;1.0;3/7/16 6:00 AM
1.0;4.51;578.25;1.47;17.9774995;3.0;7.0;0.0;1.0;3/7/16 7:00 AM
1.0;4.99;573.0;1.37;19.286666500000003;3.0;8.0;1.0;1.0;3/7/16 8:00 AM
1.0;5.87;564.125;0.88;19.985832249999998;3.0;9.0;1.0;1.0;3/7/16 9:00 AM
1.0;7.86;549.375;6.08;20.74;3.0;10.0;1.0;1.0;3/7/16 10:00 AM
1.0;8.33;539.5416666666666;6.66;21.096666499999998;3.0;11.0;1.0;1.0;3/7/16 11:00 AM
1.0;7.2;546.2083333333334;5.78;21.453333;3.0;12.0;1.0;1.0;3/7/16 12:00 PM
1.0;7.47;546.4962121212121;3.72;21.453333;3.0;13.0;1.0;1.0;3/7/16 1:00 PM
1.0;8.31;547.4166666666666;8.04;21.453333;3.0;14.0;1.0;1.0;3/7/16 2:00 PM
1.0;7.53;553.2083333333333;5.98;21.453333;3.0;15.0;1.0;1.0;3/7/16 3:00 PM
0.0;7.36;557.0833333333334;6.76;21.453333;3.0;16.0;1.0;1.0;3/7/16 4:00 PM
0.0;7.11;562.5833333333333;2.84;20.803333;3.0;17.0;1.0;1.0;3/7/16 5:00 PM
0.0;6.63;566.5833333333333;1.57;20.41833325;3.0;18.0;0.0;1.0;3/7/16 6:00 PM
0.0;5.97;572.0416666666667;1.37;20.29;3.0;19.0;0.0;1.0;3/7/16 7:00 PM
0.0;5.14;576.2083333333334;2.55;19.9533335;3.0;20.0;0.0;1.0;3/7/16 8:00 PM
0.0;5.25;577.8333333333334;3.23;19.363333;3.0;21.0;0.0;1.0;3/7/16 9:00 PM
0.0;5.33;578.2083333333333;2.65;19.109999;3.0;22.0;0.0;1.0;3/7/16 10:00 PM
0.0;4.98;578.2083333333333;5.1;19.109999;3.0;23.0;0.0;1.0;3/7/16 11:00 PM
1.0;4.53;580.4166666666666;2.35;19.42;3.0;0.0;0.0;1.0;3/8/16 12:00 AM
1.0;5.3;582.125;2.65;19.730001;3.0;1.0;0.0;1.0;3/8/16 1:00 AM
1.0;4.96;582.1666666666667;3.63;19.730001;3.0;2.0;0.0;1.0;3/8/16 2:00 AM
1.0;3.83;583.0833333333333;1.96;20.573334;3.0;3.0;0.0;1.0;3/8/16 3:00 AM
1.0;2.98;587.0833333333333;2.25;20.573334;3.0;4.0;0.0;1.0;3/8/16 4:00 AM
1.0;3.05;586.9166666666666;0.0;20.573334;3.0;5.0;0.0;1.0;3/8/16 5:00 AM
1.0;3.52;586.6666666666667;5.1;20.826667;3.0;6.0;0.0;1.0;3/8/16 6:00 AM
1.0;3.86;585.5037878787879;0.88;21.08;3.0;7.0;0.0;1.0;3/8/16 7:00 AM
1.0;4.17;580.875;0.69;21.773332999999997;3.0;8.0;1.0;1.0;3/8/16 8:00 AM
1.0;5.14;570.75;3.23;21.773333;3.0;9.0;1.0;1.0;3/8/16 9:00 AM
1.0;6.21;561.2916666666667;2.35;22.0999995;3.0;10.0;1.0;1.0;3/8/16 10:00 AM
1.0;7.2;550.25;2.94;22.426666;3.0;11.0;1.0;1.0;3/8/16 11:00 AM
1.0;8.92;533.094696969697;4.7;22.426666;3.0;12.0;1.0;1.0;3/8/16 12:00 PM
1.0;9.89;548.1666666666666;4.51;22.426666;3.0;13.0;1.0;1.0;3/8/16 1:00 PM
0.0;9.15;539.375;2.35;22.426666;3.0;14.0;1.0;1.0;3/8/16 2:00 PM
0.0;11.07;527.0833333333333;3.04;22.426666;3.0;15.0;1.0;1.0;3/8/16 3:00 PM
0.0;11.03;538.625;7.06;22.426666;3.0;16.0;1.0;1.0;3/8/16 4:00 PM
0.0;9.38;532.125;3.23;21.83416675;3.0;17.0;1.0;1.0;3/8/16 5:00 PM
0.0;8.72;550.2916666666666;0.98;21.636667;3.0;18.0;0.0;1.0;3/8/16 6:00 PM
0.0;7.99;571.375;2.25;21.1966675;3.0;19.0;0.0;1.0;3/8/16 7:00 PM
0.0;8.1;576.2916666666667;2.06;20.786667;3.0;20.0;0.0;1.0;3/8/16 8:00 PM
0.0;7.29;578.4583333333334;1.47;20.523333;3.0;21.0;0.0;1.0;3/8/16 9:00 PM
0.0;7.22;579.8333333333333;0.88;20.39499975;3.0;22.0;0.0;1.0;3/8/16 10:00 PM
0.0;7.47;580.4583333333334;2.94;20.01;3.0;23.0;0.0;1.0;3/8/16 11:00 PM
1.0;7.57;581.125;4.61;20.01;3.0;0.0;0.0;1.0;3/9/16 12:00 AM
1.0;7.54;581.0;1.76;20.345;3.0;1.0;0.0;1.0;3/9/16 1:00 AM
1.0;7.6;580.9166666666667;4.02;20.68;3.0;2.0;0.0;1.0;3/9/16 2:00 AM
1.0;7.24;581.9166666666667;1.08;20.9550005;3.0;3.0;0.0;1.0;3/9/16 3:00 AM
1.0;6.9;582.9166666666667;1.08;21.230001;3.0;4.0;0.0;1.0;3/9/16 4:00 AM
1.0;6.73;584.2916666666666;1.76;21.230001;3.0;5.0;0.0;1.0;3/9/16 5:00 AM
1.0;6.69;585.25;1.18;21.39750075;3.0;6.0;0.0;1.0;3/9/16 6:00 AM
1.0;7.38;584.625;4.41;21.9;3.0;7.0;0.0;1.0;3/9/16 7:00 AM
1.0;7.42;581.5833333333334;5.39;22.0325;3.0;8.0;1.0;1.0;3/9/16 8:00 AM
1.0;7.59;577.2916666666667;6.86;22.43;3.0;9.0;1.0;1.0;3/9/16 9:00 AM
1.0;8.02;596.9916666666667;4.9;22.805;3.0;10.0;1.0;1.0;3/9/16 10:00 AM
1.0;8.62;580.9761904761905;13.03;22.93;3.0;11.0;1.0;1.0;3/9/16 11:00 AM
1.0;10.14;555.0;8.04;22.7983335;3.0;12.0;1.0;1.0;3/9/16 12:00 PM
0.0;9.18;542.5833333333334;5.39;22.403334;3.0;13.0;1.0;1.0;3/9/16 1:00 PM
0.0;6.81;545.25;8.92;22.403334;3.0;14.0;1.0;1.0;3/9/16 2:00 PM
0.0;6.34;559.9166666666666;11.07;22.403334;3.0;15.0;1.0;1.0;3/9/16 3:00 PM
0.0;6.45;573.0833333333333;7.45;22.235833500000002;3.0;16.0;1.0;1.0;3/9/16 4:00 PM
0.0;6.71;561.7916666666667;9.51;21.733332;3.0;17.0;1.0;1.0;3/9/16 5:00 PM
0.0;6.23;573.3333333333334;10.39;21.448332;3.0;18.0;0.0;1.0;3/9/16 6:00 PM
0.0;5.47;581.125;12.05;21.163332;3.0;19.0;0.0;1.0;3/9/16 7:00 PM
0.0;6.21;585.75;9.21;20.7183345;3.0;20.0;0.0;1.0;3/9/16 8:00 PM
0.0;5.79;586.125;5.1;20.053333;3.0;21.0;0.0;1.0;3/9/16 9:00 PM
0.0;5.85;586.4166666666666;3.33;20.053333;3.0;22.0;0.0;1.0;3/9/16 10:00 PM
0.0;5.46;588.4583333333334;3.72;20.053333;3.0;23.0;0.0;1.0;3/9/16 11:00 PM
1.0;5.47;590.6666666666667;4.02;20.1791665;3.0;0.0;0.0;1.0;3/10/16 12:00 AM
1.0;4.15;591.75;8.72;20.556667;3.0;1.0;0.0;1.0;3/10/16 1:00 AM
1.0;4.75;593.5833333333334;4.9;20.556667;3.0;2.0;0.0;1.0;3/10/16 2:00 AM
1.0;4.72;592.5833333333334;6.76;20.96166625;3.0;3.0;0.0;1.0;3/10/16 3:00 AM
1.0;5.17;593.3333333333333;4.02;21.096666;3.0;4.0;0.0;1.0;3/10/16 4:00 AM
1.0;6.09;593.125;5.68;21.096666;3.0;5.0;0.0;1.0;3/10/16 5:00 AM
1.0;5.62;591.9166666666666;6.47;21.511666499999997;3.0;6.0;0.0;1.0;3/10/16 6:00 AM
1.0;6.34;591.25;12.05;21.65;3.0;7.0;0.0;1.0;3/10/16 7:00 AM
1.0;6.25;589.75;4.8;22.040000000000003;3.0;8.0;1.0;1.0;3/10/16 8:00 AM
1.0;6.96;585.9166666666667;3.53;22.3308335;3.0;9.0;1.0;1.0;3/10/16 9:00 AM
1.0;6.47;582.4204545454545;7.74;22.813334;3.0;10.0;1.0;1.0;3/10/16 10:00 AM
1.0;7.41;569.4583333333334;4.8;22.813334;3.0;11.0;1.0;1.0;3/10/16 11:00 AM
1.0;8.25;561.4166666666667;5.68;22.813334;3.0;12.0;1.0;1.0;3/10/16 12:00 PM
0.0;9.28;559.625;8.23;22.813334;3.0;13.0;1.0;1.0;3/10/16 1:00 PM
0.0;8.18;559.1666666666667;5.68;22.813334;3.0;14.0;1.0;1.0;3/10/16 2:00 PM
0.0;8.09;568.0416666666667;5.88;22.176666;3.0;15.0;1.0;1.0;3/10/16 3:00 PM
0.0;8.15;576.7916666666667;6.76;22.176666;3.0;16.0;1.0;1.0;3/10/16 4:00 PM
0.0;7.51;579.125;7.94;21.987499500000002;3.0;17.0;1.0;1.0;3/10/16 5:00 PM
0.0;7.13;583.625;3.63;21.42;3.0;18.0;0.0;1.0;3/10/16 6:00 PM
0.0;7.45;587.125;3.82;21.42;3.0;19.0;0.0;1.0;3/10/16 7:00 PM
0.0;7.38;589.0;3.14;20.972500500000002;3.0;20.0;0.0;1.0;3/10/16 8:00 PM
0.0;6.98;591.0833333333333;5.19;20.5533345;3.0;21.0;0.0;1.0;3/10/16 9:00 PM
0.0;6.18;593.1666666666666;2.74;20.283335;3.0;22.0;0.0;1.0;3/10/16 10:00 PM
0.0;6.78;594.0833333333333;2.25;20.283335;3.0;23.0;0.0;1.0;3/10/16 11:00 PM
1.0;6.98;594.0833333333333;3.14;20.573334;3.0;0.0;0.0;2.0;3/11/16 12:00 AM
1.0;6.52;593.75;2.65;20.863333;3.0;1.0;0.0;2.0;3/11/16 1:00 AM
1.0;6.39;594.2916666666667;3.82;20.863333;3.0;2.0;0.0;2.0;3/11/16 2:00 AM
1.0;6.21;595.4166666666667;2.74;20.863333;3.0;3.0;0.0;2.0;3/11/16 3:00 AM
1.0;5.9;597.0416666666667;2.16;21.633333;3.0;4.0;0.0;2.0;3/11/16 4:00 AM
1.0;5.86;596.7083333333333;0.98;21.633333;3.0;5.0;0.0;2.0;3/11/16 5:00 AM
1.0;5.52;598.5;2.45;21.633333;3.0;6.0;0.0;2.0;3/11/16 6:00 AM
1.0;5.85;599.6666666666667;2.25;22.01333325;3.0;7.0;0.0;2.0;3/11/16 7:00 AM
1.0;6.66;594.1666666666667;1.76;22.14;3.0;8.0;1.0;2.0;3/11/16 8:00 AM
1.0;7.41;582.4166666666666;1.18;22.669998;3.0;9.0;1.0;2.0;3/11/16 9:00 AM
1.0;8.66;578.0833333333334;7.15;23.014999;3.0;10.0;1.0;2.0;3/11/16 10:00 AM
1.0;8.4;577.5;6.37;23.36;3.0;11.0;1.0;2.0;3/11/16 11:00 AM
1.0;9.28;562.1666666666667;4.7;23.0783335;3.0;12.0;1.0;2.0;3/11/16 12:00 PM
0.0;8.81;562.6666666666667;5.1;22.796667;3.0;13.0;1.0;2.0;3/11/16 1:00 PM
0.0;9.39;561.25;5.98;22.796667;3.0;14.0;1.0;2.0;3/11/16 2:00 PM
0.0;9.52;561.5416666666667;5.1;22.503333500000004;3.0;15.0;0.0;2.0;3/11/16 3:00 PM
0.0;9.08;554.2083333333334;5.59;22.21;3.0;16.0;0.0;2.0;3/11/16 4:00 PM
0.0;8.57;573.9583333333334;3.92;21.643333;3.0;17.0;0.0;2.0;3/11/16 5:00 PM
0.0;8.32;587.1666666666667;3.53;21.643333;3.0;18.0;0.0;2.0;3/11/16 6:00 PM
0.0;7.86;592.75;2.55;21.043333;3.0;19.0;0.0;2.0;3/11/16 7:00 PM
0.0;7.72;594.625;0.98;20.779999500000002;3.0;20.0;0.0;2.0;3/11/16 8:00 PM
0.0;7.94;595.5833333333333;3.43;20.516666;3.0;21.0;0.0;2.0;3/11/16 9:00 PM
0.0;7.56;596.9583333333333;1.67;20.516666;3.0;22.0;0.0;2.0;3/11/16 10:00 PM
0.0;7.25;597.7083333333333;1.76;20.516666;3.0;23.0;0.0;2.0;3/11/16 11:00 PM
0.0;6.27;599.75;0.0;20.126666000000004;3.0;0.0;0.0;0.0;3/12/16 12:00 AM
0.0;6.15;601.0;2.35;19.996666;3.0;1.0;0.0;0.0;3/12/16 1:00 AM
0.0;5.97;602.0;1.47;19.996666;3.0;2.0;0.0;0.0;3/12/16 2:00 AM
0.0;6.1;602.375;1.18;19.491667;3.0;3.0;0.0;0.0;3/12/16 3:00 AM
0.0;6.03;602.6666666666667;0.0;19.323334;3.0;4.0;0.0;0.0;3/12/16 4:00 AM
0.0;5.95;603.2083333333333;0.0;19.323334;3.0;5.0;0.0;0.0;3/12/16 5:00 AM
0.0;6.09;603.7916666666667;0.0;19.323334;3.0;6.0;0.0;0.0;3/12/16 6:00 AM
0.0;6.0;604.0416666666666;0.59;19.323334;3.0;7.0;0.0;0.0;3/12/16 7:00 AM
0.0;6.25;602.8333333333333;0.0;19.323334;3.0;8.0;0.0;0.0;3/12/16 8:00 AM
0.0;6.89;596.4583333333333;0.0;19.323334;3.0;9.0;0.0;0.0;3/12/16 9:00 AM
0.0;7.78;584.5833333333333;4.61;19.323334;3.0;10.0;0.0;0.0;3/12/16 10:00 AM
0.0;8.34;576.9583333333334;4.51;19.323334;3.0;11.0;0.0;0.0;3/12/16 11:00 AM
0.0;8.83;558.2083333333333;4.31;19.323334;3.0;12.0;0.0;0.0;3/12/16 12:00 PM
0.0;9.09;548.0833333333333;7.64;19.323334;3.0;13.0;0.0;0.0;3/12/16 1:00 PM
0.0;8.99;561.8846153846154;6.76;19.323334;3.0;14.0;0.0;0.0;3/12/16 2:00 PM
0.0;9.59;554.625;3.82;19.72583275;3.0;15.0;0.0;0.0;3/12/16 3:00 PM
0.0;8.82;568.5833333333333;3.23;19.704999249999997;3.0;16.0;0.0;0.0;3/12/16 4:00 PM
0.0;8.42;581.3333333333333;2.45;19.24;3.0;17.0;0.0;0.0;3/12/16 5:00 PM
0.0;7.81;591.2083333333333;0.98;19.24;3.0;18.0;0.0;0.0;3/12/16 6:00 PM
0.0;7.23;598.6666666666667;0.0;19.24;3.0;19.0;0.0;0.0;3/12/16 7:00 PM
0.0;6.97;600.2916666666667;0.88;19.24;3.0;20.0;0.0;0.0;3/12/16 8:00 PM
0.0;6.95;601.375;0.0;19.24;3.0;21.0;0.0;0.0;3/12/16 9:00 PM
0.0;6.65;602.4583333333333;0.0;19.24;3.0;22.0;0.0;0.0;3/12/16 10:00 PM
0.0;6.71;604.0833333333334;1.47;19.24;3.0;23.0;0.0;0.0;3/12/16 11:00 PM
0.0;6.32;605.0416666666667;0.0;19.24;3.0;0.0;0.0;0.0;3/13/16 12:00 AM
0.0;6.23;605.7916666666666;0.0;19.24;3.0;1.0;0.0;0.0;3/13/16 1:00 AM
0.0;6.09;606.75;1.27;19.24;3.0;2.0;0.0;0.0;3/13/16 2:00 AM
0.0;6.12;607.0416666666667;2.55;19.24;3.0;3.0;0.0;0.0;3/13/16 3:00 AM
0.0;6.13;607.6666666666667;1.76;19.095000499999998;3.0;4.0;0.0;0.0;3/13/16 4:00 AM
0.0;5.77;608.0833333333333;2.25;18.660002;3.0;5.0;0.0;0.0;3/13/16 5:00 AM
0.0;5.73;609.25;1.86;18.660002;3.0;6.0;0.0;0.0;3/13/16 6:00 AM
0.0;5.94;608.4166666666666;2.25;18.660002;3.0;7.0;0.0;0.0;3/13/16 7:00 AM
0.0;7.18;600.9583333333333;2.45;18.660002;3.0;8.0;0.0;0.0;3/13/16 8:00 AM
0.0;8.32;581.9166666666666;2.55;18.660002;3.0;9.0;0.0;0.0;3/13/16 9:00 AM
0.0;10.23;565.4583333333334;5.0;18.660002;3.0;10.0;0.0;0.0;3/13/16 10:00 AM
0.0;10.62;561.7916666666667;5.98;18.660002;3.0;11.0;0.0;0.0;3/13/16 11:00 AM
0.0;11.28;557.8333333333334;5.19;18.660002;3.0;12.0;0.0;0.0;3/13/16 12:00 PM
0.0;11.66;555.2083333333333;7.45;19.213335;3.0;13.0;0.0;0.0;3/13/16 1:00 PM
0.0;11.42;547.4166666666667;8.23;19.213335;3.0;14.0;0.0;0.0;3/13/16 2:00 PM
0.0;10.72;543.5833333333334;6.86;19.213335;3.0;15.0;0.0;0.0;3/13/16 3:00 PM
0.0;9.91;540.4166666666666;6.66;19.213335;3.0;16.0;0.0;0.0;3/13/16 4:00 PM
0.0;9.85;561.2916666666667;7.06;19.213335;3.0;17.0;0.0;0.0;3/13/16 5:00 PM
0.0;8.59;572.125;3.14;19.213335;3.0;18.0;0.0;0.0;3/13/16 6:00 PM
0.0;8.1;597.3333333333333;3.23;19.213335;3.0;19.0;0.0;0.0;3/13/16 7:00 PM
0.0;7.85;602.3333333333333;2.65;19.080001250000002;3.0;20.0;0.0;0.0;3/13/16 8:00 PM
0.0;7.9;605.5416666666667;2.65;18.68;3.0;21.0;0.0;0.0;3/13/16 9:00 PM
0.0;6.64;606.75;4.12;18.68;3.0;22.0;0.0;0.0;3/13/16 10:00 PM
0.0;5.96;607.75;2.65;18.68;3.0;23.0;0.0;0.0;3/13/16 11:00 PM
1.0;5.81;609.125;3.14;18.995833750000003;3.0;0.0;0.0;1.0;3/14/16 12:00 AM
1.0;5.45;611.2916666666667;1.27;19.178334250000002;3.0;1.0;0.0;1.0;3/14/16 1:00 AM
1.0;4.72;614.875;0.98;19.563334;3.0;2.0;0.0;1.0;3/14/16 2:00 AM
